Token	Corpus	Speaker_ID	Genre	Comments	Type	SemanticRelation	Whole.Genitive	Whole.Sentence	Possessor	Possessor.Head	Possessor.Expression.Type	Final.Sibilant	Possessum	Possessum.Head	Possessor.Animacy5	Possessor.Animacy3	Possessor.Animacy2	Possessum.Animacy2	Possessor.Givenness	ProtoSemanticRelation	PersistenceBinary	Possessor.Thematicity	Possessor.Length	Possessum.Length	TTR
id=FROWNJ42 <s c="0012556 052" n=05555>	Frown	J42	Learned		s	OTH	the referee's personal convictions	While the referee exercises judgment to define the concrete right of the players , the exercise of judgment does not reflect the referee 's personal convictions .	the referee	referee	CommonN	N	personal convictions	convictions	animate	animate	Anim	Inanim	g	N	N	-2.22184875	2	2	66
id=FROWNJ42 <s c="0012544 093" n=05550>	Frown	J42	Learned		of	OTH	the discretion of the referee	Therefore , the discretion of the referee is fettered by the nature of the game of chess which disqualifies personal convictions of the referee contrary to the game 's point .	the referee	referee	CommonN	N	the discretion	discretion	animate	animate	Anim	Inanim	g	N	N	-2.22184875	2	2	50
id=FROWNJ63 <s c="0016855 072" n=07211>	Frown	J63	Learned		of	OTH	exercise of moderation	Forming a household entails the exercise of moderation in that it requires limiting oneself to one out of many sexual partners and companions .	moderation	moderation	CommonN	N	exercise	exercise	inanimate	inanimate	Inanim	Inanim	g	N	N	-2.22184875	1	1	73
id=FROWNJ63 <s c="0016870 002" n=07217>	Frown	J63	Learned		of	OTH	the exercise of moderation	Aristotle 's characterization of the ideal household as requiring the exercise of moderation contrasts with the general contemporary liberal view according to which what goes on in the household is entirely a matter for the -LBR- undefined -RBR- discretion of household members .	moderation	moderation	CommonN	N	the exercise	exercise	inanimate	inanimate	Inanim	Inanim	g	N	Y	-2.22184875	1	2	69
id=FROWNJ63 <s c="0016993 002" n=07267>	Frown	J63	Learned		of	OTH	judgment of children and servants	In contrast to the judgment of the free adult members of the household , the judgment of children and servants is lacking .	children and servants	children	CommonN	Y	judgment	judgment	animate	animate	Anim	Inanim	n	N	N	-2.22184875	3	1	63
id=FROWNJ63 <s c="0016858 092" n=07213>	Frown	J63	Learned		s	OTH	children's reasoning powers	Since children 's reasoning powers are not developed , parents must find the mean between arguments and force which is effective for teaching their children -LBR- 1332b10-11 ;	children	children	CommonN	N	reasoning powers	powers	animate	animate	Anim	Inanim	n	N	N	-2.22184875	1	2	74
id=FROWNJ77 <s c="0002065 002" n=00937>	Frown	J77	Learned		of	OTH	resistance of a material	3.1 resistance of a material to change in any of its color characteristics , to transfer of its colorant(s to the adjacent materials , or both , as a result of the exposure of the material to any environment that might be encountered during the processing , testing , storage or use of the material .	a material	material	CommonN	N	resistance	resistance	inanimate	inanimate	Inanim	Inanim	n	N	N	-2.22184875	2	1	70
id=FROWNJ59 <s c="0016126 072" n=06920>	Frown	J59	Learned		of	OTH	the overt sexuality of that music	Such resistance , Piper suggests , is rooted in several areas : `` One problem has to do with the overt sexuality of that music - it talks about fucking , it talks about making love , it talks about bodies , and it 's very hard to assimilate that in a way that 's not threatening to white upper-middle-class culture .	that music	music	CommonN	N	the overt sexuality	sexuality	inanimate	inanimate	Inanim	Inanim	n	N	N	-2.22184875	2	3	69
id=FROWNJ59 <s c="0016143 012" n=06926>	Frown	J59	Learned		of	OTH	the structure of the	She then led the group in body isolation exercises , discussed the structure of the music , and practiced dance movements with musical accompaniment .	the	music	CommonN	N	the structure	structure	inanimate	inanimate	Inanim	Inanim	g	N	N	-2.22184875	1	2	75
id=FROWNJ42 <s c="0012433 032" n=05507>	Frown	J42	Learned		of	OTH	the critique of legal positivism	More important , the critique of legal positivism provides the primary material for Dworkin to create the rights thesis .	legal positivism	positivism	CommonN	N	the critique	critique	inanimate	inanimate	Inanim	Inanim	n	N	Y	-2.187086643	2	2	77
id=FROWNJ32 <s c="0010126 092" n=04512>	Frown	J32	Learned		of	OTH	the frequency of dirty word usage	Although many people in broadcasting , education , law , and social science make judgments about the frequency of dirty word usage , there are no sound data on which to make those decisions .	dirty word usage	usage	CommonN	N	the frequency	frequency	inanimate	inanimate	Inanim	Inanim	n	N	N	-2.187086643	3	2	70
id=FROWNJ32 <s c="0010290 002" n=04589>	Frown	J32	Learned		of	OTH	the frequency of word usage	Several attempts have been made to examine the frequency of word usage in conversational English -LBR- Jay , 1980a -RBR- .	word usage	usage	CommonN	N	the frequency	frequency	inanimate	inanimate	Inanim	Inanim	n	N	N	-2.187086643	2	2	82
id=FROWNJ42 <s c="0012549 112" n=05552>	Frown	J42	Learned		s	OTH	the game's character	The abstract concept of the game of chess is identified by analyzing its institutional rules and by posing a series of questions designed to identify the game 's character .	the game	game	CommonN	N	character	character	inanimate	inanimate	Inanim	Inanim	g	N	N	-2.15490196	2	1	66
id=FROWNJ42 <s c="0012548 002" n=05551>	Frown	J42	Learned		of	OTH	the abstract concept of the game of chess	The chess referee must determine the abstract concept of the game of chess and interpret the rule to implement that concept .	the game of chess	game	CommonN	Y	the abstract concept	concept	inanimate	inanimate	Inanim	Inanim	g	N	N	-2.15490196	4	3	59
id=FROWNJ42 <s c="0012549 112" n=05552>	Frown	J42	Learned		of	OTH	the abstract concept of the game of chess	The abstract concept of the game of chess is identified by analyzing its institutional rules and by posing a series of questions designed to identify the game 's character .	the game of chess	game	CommonN	Y	the abstract concept	concept	inanimate	inanimate	Inanim	Inanim	g	N	Y	-2.15490196	4	3	66
id=FROWNJ26 <s c="0008867 023" n=04019>	Frown	J26	Learned		of	OTH	the dynamics of this decline	What remains unclear are the dynamics of this decline .	this decline	decline	CommonN	N	the dynamics	dynamics	inanimate	inanimate	Inanim	Inanim	n	N	N	-2.15490196	2	2	72
id=FROWNJ42 <s c="0012544 093" n=05550>	Frown	J42	Learned		of	OTH	the nature of the game of chess	Therefore , the discretion of the referee is fettered by the nature of the game of chess which disqualifies personal convictions of the referee contrary to the game 's point .	the game of chess	game	CommonN	Y	the nature	nature	inanimate	inanimate	Inanim	Inanim	g	N	Y	-2.15490196	4	2	50
id=FROWNJ42 <s c="0012544 093" n=05550>	Frown	J42	Learned		s	OTH	the game's point	Therefore , the discretion of the referee is fettered by the nature of the game of chess which disqualifies personal convictions of the referee contrary to the game 's point .	the game	game	CommonN	N	point	point	inanimate	inanimate	Inanim	Inanim	g	N	N	-2.15490196	2	1	50
id=FROWNJ42 <s c="0012533 092" n=05546>	Frown	J42	Learned		of	OTH	The theory of the game of chess	The theory of the game of chess is derived from the rules constituting the game .	the game of chess	game	CommonN	Y	the theory	theory	inanimate	inanimate	Inanim	Inanim	g	N	N	-2.15490196	4	2	63
id=FROWNJ51 <s c="0014317 072" n=06285>	Frown	J51	Learned		of	OTH	the nature of an adequate account	Hence , since logic was concerned with the nature of an adequate account , the Greeks understood logic to be concerned with the nature of persuasion , refutation , and inquiry .	an adequate account	account	CommonN	N	the nature	nature	inanimate	inanimate	Inanim	Inanim	g	N	N	-2.124938737	3	2	70
id=FROWNJ42 <s c="0012552 062" n=05553>	Frown	J42	Learned		of	OTH	the concept of chess	Since chess is a game of intellect , Dworkin suggests , the referee may need to construct not only the concept of chess , but also the concept of intellect itself to interpret the rule forbidding annoying behavior .	chess	chess	CommonN	Y	the concept	concept	inanimate	inanimate	Inanim	Inanim	g	N	N	-2.096910013	1	2	66
id=FROWNJ23 <s c="0008139 112" n=03728>	Frown	J23	Learned		of	OTH	the efforts of social actors	Second , the efforts of social actors to create low-cost institutional forms may be constrained by the interests of the state .	social actors	actors	CommonN	Y	the efforts	efforts	animate	animate	Anim	Inanim	n	N	N	-2.096910013	2	2	76
id=FROWNJ23 <s c="0008256 012" n=03770>	Frown	J23	Learned		s	OTH	the actors' intentions	But the transaction-costs approach invokes more than the actors ' intentions in an individual exchange to explain the emergence of social institutions .	the actors	actors	CommonN	Y	intentions	intentions	animate	animate	Anim	Inanim	n	N	N	-2.096910013	2	1	72
id=FROWNJ23 <s c="0008125 002" n=03720>	Frown	J23	Learned		of	OTH	the motivations of the actors	Note that at this point we are discussing only the motivations of the actors in the individual exchange .	the actors	actors	CommonN	Y	the motivations	motivations	animate	animate	Anim	Inanim	g	N	N	-2.096910013	2	2	75
id=FROWNJ23 <s c="0008278 052" n=03781>	Frown	J23	Learned		s	OTH	the actors' bargaining power	Second , as a static effect , competition can undermine the actors ' bargaining power in a particular interaction : ``	the actors	actors	CommonN	Y	bargaining power	power	animate	animate	Anim	Inanim	n	N	N	-2.096910013	2	2	70
id=FROWNJ63 <s c="0016870 002" n=07217>	Frown	J63	Learned		s	OTH	Aristotle's characterization of the ideal household	Aristotle 's characterization of the ideal household as requiring the exercise of moderation contrasts with the general contemporary liberal view according to which what goes on in the household is entirely a matter for the -LBR- undefined -RBR- discretion of household members .	Aristotle	Aristotle	ProperN	N	characterization of the ideal household	characterization	animate	animate	Anim	Inanim	n	N	Y	-2.070581074	1	5	69
id=FROWNJ63 <s c="0016958 012" n=07254>	Frown	J63	Learned		s	OTH	Aristotle's distinctions	Most notably , the judgment of those ruling differs from that of those being ruled , as becomes clear when we take into account the deliberative capacities of each kind of member and Aristotle 's distinctions among intellectual virtues in the /<hi Nicomachean Ethics /< .	Aristotle	Aristotle	ProperN	N	distinctions	distinctions	animate	animate	Anim	Inanim	n	N	N	-2.070581074	1	1	68
id=FROWNJ51 <s c="0014471 102" n=06354>	Frown	J51	Learned		of	OTH	the laws of thought	However , most logicians still considered logic to be , at root , the study of the laws of thought .	thought	thought	CommonN	N	the laws	laws	inanimate	inanimate	Inanim	Inanim	n	N	N	-2.070581074	1	2	76
id=FROWNJ51 <s c="0014477 002" n=06357>	Frown	J51	Learned		of	OTH	laws of thought	However , the notion that there are such things as laws of thought , and that it is the business of logic to study them , began to break down with the advent of non-Euclidean geometry , and with the many other sudden advances in mathematical theory also made during the 19th century .	thought	thought	CommonN	N	laws	laws	inanimate	inanimate	Inanim	Inanim	n	N	N	-2.070581074	1	1	76
id=FROWNJ51 <s c="0014481 042" n=06358>	Frown	J51	Learned		of	OTH	laws of thought	It would be false to claim that the non-Euclidean geometries destroyed the concept of laws of thought by proving that humans could conceptualize on a much grander scale than had previously been supposed .	thought	thought	CommonN	N	laws	laws	inanimate	inanimate	Inanim	Inanim	n	N	N	-2.070581074	1	1	75
id=FROWNJ26 <s c="0008814 102" n=04000>	Frown	J26	Learned		of	OTH	years of the last great smallpox epidemic	This chapter will discuss the records on population decline associated with two localized outbreaks - on the lower Columbia in the decade following the introduction of malaria in 1830 , and in the Queen Charlotte Islands during the years of the last great smallpox epidemic , 1862-1863 .	the last great smallpox epidemic	epidemic	CommonN	N	years	years	inanimate	inanimate	Inanim	Inanim	n	N	N	-2.070581074	5	1	73
id=FROWNJ26 <s c="0008881 002" n=04024>	Frown	J26	Learned		of	OTH	the earliest years of the epidemic	A small , consistent , yet independently written body of sources from the earliest years of the epidemic ascribe the high mortality to inadequate treatment of the disease .	the epidemic	epidemic	CommonN	N	the earliest years	years	inanimate	inanimate	Inanim	Inanim	g	N	N	-2.070581074	2	3	81
id=FROWNJ42 <s c="0012419 002" n=05501>	Frown	J42	Learned		of	OTH	the putative failure of Hart 's theory of discretion	Dworkin draws two broad conclusions from the putative failure of Hart 's theory of discretion to reflect actual judicial practice .	Hart 's theory of discretion	theory	CommonN	N	the putative failure	failure	inanimate	inanimate	Inanim	Inanim	n	N	Y	-2.045757491	5	3	64
id=FROWNJ63 <s c="0016973 023" n=07260>	Frown	J63	Learned		of	OTH	the prudence of the man and the woman	Nonetheless , the prudence of the man and the woman apparently differ .	the man and the woman	man	CommonN	N	the prudence	prudence	animate	animate	Anim	Inanim	n	N	N	-2.045757491	5	2	59
id=FROWNJ18 <s c="0006921 012" n=03068>	Frown	J18	Learned		of	OTH	the state of the system	That is , nonnegative with probability 1 independent of the state of the system .	the system	system	CommonN	N	the state	state	inanimate	inanimate	Inanim	Inanim	g	N	N	-2.045757491	2	2	59.15492958
id=FROWNJ18 <s c="0006926 012" n=03071>	Frown	J18	Learned		of	OTH	the state of the system	That is , equals independent of the state of the system .	the system	system	CommonN	N	the state	state	inanimate	inanimate	Inanim	Inanim	g	N	N	-2.045757491	2	2	68
id=FROWNJ63 <s c="0016846 032" n=07207>	Frown	J63	Learned		of	OTH	the various forms of household rule	The various forms of household rule can teach members moderation by revealing to them the natural ends of their natural desires -LBR-	household rule	rule	CommonN	N	the various forms	forms	inanimate	inanimate	Inanim	Inanim	n	N	N	-2	2	3	70
id=FROWNJ26 <s c="0008845 072" n=04010>	Frown	J26	Learned		of	OTH	the identity of this disease	Despite some controversy over the identity of this disease -LBR- e.g. , Cook 1955 ; Taylor and Hoaglin 1962 -RBR- , epidemiological evidence strongly suggests that it was malaria -LBR- Boyd 1975 -RBR- , described most often in later accounts -LBR- e.g. , Townsend 1839:197 ; Brackenridge 1931:141 , 221 ; J.R. Dunn 1846 -RBR- as the tertian form -LBR- /<hi Plasmodium vivax /< and /<hi P. falciparum /< -RBR- .	this disease	disease	CommonN	Y	the identity	identity	inanimate	inanimate	Inanim	Inanim	n	N	N	-2	2	2	83
id=FROWNJ26 <s c="0008881 002" n=04024>	Frown	J26	Learned		of	OTH	inadequate treatment of the disease	A small , consistent , yet independently written body of sources from the earliest years of the epidemic ascribe the high mortality to inadequate treatment of the disease .	the disease	disease	CommonN	Y	inadequate treatment	treatment	inanimate	inanimate	Inanim	Inanim	g	N	N	-2	2	2	81
id=FROWNJ62 <s c="0016645 002" n=07134>	Frown	J62	Learned		of	OTH	the action and vitality of war	Expressing none of the action and vitality of war , his portrayal of war dead in /<hi Paths of Glory /< .	war	war	CommonN	N	the action and vitality	action	inanimate	inanimate	Inanim	Inanim	n	N	Y	-1.978810701	1	4	78
id=FROWNJ62 <s c="0016721 102" n=07162>	Frown	J62	Learned		of	OTH	the human cost of war	Unlike /<hi Returning to the Trenches is suggested by an infinitely long line of marching men , the human cost of war , with a recessive line implying an untold number of dead beyond the limits of the canvas .	war	war	CommonN	N	the human cost	cost	inanimate	inanimate	Inanim	Inanim	n	N	N	-1.978810701	1	3	79
id=FROWNJ38 <s c="0011545 002" n=05110>	Frown	J38	Learned		s	OTH	the model's errors	One of the most valuable contributions of BMW -LBR- and something that can in principle be obtained from other CGE models -RBR- is a clear understanding of the model 's errors .	the model	model	CommonN	N	errors	errors	inanimate	inanimate	Inanim	Inanim	g	N	N	-1.978810701	2	1	73
id=FROWNJ38 <s c="0011516 072" n=05094>	Frown	J38	Learned		of	OTH	the help of an elaborate CGE model	Nevertheless , some of our tales about Indian city growth could have been told without the help of an elaborate CGE model .	an elaborate CGE model	model	CommonN	N	the help	help	inanimate	inanimate	Inanim	Inanim	n	N	N	-1.978810701	4	2	77
id=FROWNJ62 <s c="0016767 012" n=07177>	Frown	J62	Learned		s	OTH	the war's madness	After the trauma and illness following his service at the front , he appears to have distanced himself from the Futurist rhetoric of 1914-15 , regarded by some as having contributed to the war 's madness .	the war	war	CommonN	N	madness	madness	inanimate	inanimate	Inanim	Inanim	g	N	Y	-1.978810701	2	1	78
id=FROWNJ62 <s c="0016662 012" n=07140>	Frown	J62	Learned		of	OTH	the painter of modern war	One reviewer hailed the artist for his non-flag-waving , non-drum-beating depiction of war , while the influential P. G. Konody stated that `` C. R. W. Nevinson stands alone , in England , as the painter of modern war . ''	modern war	war	CommonN	N	the painter	painter	inanimate	inanimate	Inanim	Anim	n	N	Y	-1.978810701	2	2	68
id=FROWNJ42 <s c="0012389 014" n=05490>	Frown	J42	Learned		of	OTH	the simple application of rules	Since most cases involve the simple application of rules , the legislative powers of the judge are limited .	rules	rules	CommonN	Y	the simple application	application	inanimate	inanimate	Inanim	Inanim	g	N	Y	-1.958607315	1	3	75
id=FROWNJ42 <s c="0012524 042" n=05543>	Frown	J42	Learned		of	OTH	the institutional character of legal rights	Dworkin draws an analogy between the institution of chess and the institution of law to explain what he means by the institutional character of legal rights .	legal rights	rights	CommonN	Y	the institutional character	character	inanimate	inanimate	Inanim	Inanim	n	N	N	-1.958607315	2	3	58
id=FROWNJ42 <s c="0012486 002" n=05529>	Frown	J42	Learned		of	OTH	the existence of rights	Dworkin rejects arguments of policy as a legitimate basis to decide cases because they fail to recognize the existence of rights and require the judge to legislate .	rights	rights	CommonN	Y	the existence	existence	inanimate	inanimate	Inanim	Inanim	n	N	N	-1.958607315	1	2	69
id=FROWNJ42 <s c="0012440 013" n=05510>	Frown	J42	Learned		s	OTH	the judge's discretionary power	Though the judge is free to weigh various considerations , `` this does not entail that decisions resulting from this process are arbitrary , or that the judge 's discretionary power is therefore completely unconstrained . ''	the judge	judge	CommonN	N	discretionary power	power	animate	animate	Anim	Inanim	n	N	Y	-1.958607315	2	2	62
id=FROWNJ42 <s c="0012389 014" n=05490>	Frown	J42	Learned		of	OTH	the legislative powers of the judge	Since most cases involve the simple application of rules , the legislative powers of the judge are limited .	the judge	judge	CommonN	N	the legislative powers	powers	animate	animate	Anim	Inanim	g	N	N	-1.958607315	2	3	75
id=FROWNJ38 <s c="0011615 062" n=05143>	Frown	J38	Learned		of	OTH	the presence of a large rural service sector	If Indian agriculture continues to modernize rapidly - and one should not be excessively optimistic here - then the presence of a large rural service sector will provide something of a surplus labor pool that will continue to permit rapid growth of output -LBR- but , less happily , continue to depress unskilled wages -RBR- both in farming and in the cities .	a large rural service sector	sector	CommonN	N	the presence	presence	collective	collective	Inanim	Inanim	g	N	N	-1.958607315	5	2	79
id=FROWNJ26 <s c="0008951 002" n=04052>	Frown	J26	Learned		of	OTH	the sudden catastrophic drop of the Haida population of the Queen Charlottes	The steady population decline of the Lower Columbia Indians following the introduction of malaria was very different in nature from the sudden catastrophic drop of the Haida population of the Queen Charlottes caused by the 1860s smallpox epidemic , even though the percentage losses were comparable .	the Haida population of the Queen Charlottes	population	CommonN	Y	the sudden catastrophic drop	drop	collective	collective	Inanim	Inanim	g	N	N	-1.93930216	7	4	77
id=FROWNJ23 <s c="0008232 022" n=03762>	Frown	J23	Learned		of	OTH	the mechanism of change	But as long as the mechanism of change is one of voluntary agreement , my argument is that the new rules will not be adopted because they diminish	change	change	CommonN	N	the mechanism	mechanism	inanimate	inanimate	Inanim	Inanim	n	N	N	-1.93930216	1	2	69
id=FROWNJ23 <s c="0008292 002" n=03788>	Frown	J23	Learned		of	OTH	the existence of competition	The existence of competition raises questions for theories of institutional emergence and change .	competition	competition	CommonN	N	the existence	existence	inanimate	inanimate	Inanim	Inanim	g	N	Y	-1.920818754	1	2	64
id=FROWNJ23 <s c="0008299 032" n=03792>	Frown	J23	Learned		of	OTH	the existence of competition	The relevant question there is whether the existence of competition prevents social actors from using asymmetries in power to develop institutions that produce systematic distributional consequences .	competition	competition	CommonN	N	the existence	existence	inanimate	inanimate	Inanim	Inanim	g	N	N	-1.920818754	1	2	65
id=FROWNJ23 <s c="0008313 002" n=03798>	Frown	J23	Learned		of	OTH	the existence of competition	What are the prerequisites for the existence of competition ?	competition	competition	CommonN	N	the existence	existence	inanimate	inanimate	Inanim	Inanim	g	N	N	-1.920818754	1	2	65
id=FROWNJ23 <s c="0008315 012" n=03800>	Frown	J23	Learned		of	OTH	the existence of competition in social institutions	According to Scitovsky 's analysis -LBR- 1971 -RBR- of competition , the following conditions are necessary for the existence of competition in social institutions : -LBR- 1 -RBR- a large number of competitors in pursuit of a common pool of resources , -LBR- 2 -RBR- a set of institutional alternatives differentiated only by their distributional consequences , -LBR- 3 -RBR- full information about the availability of alternatives , and -LBR- 4 -RBR- low transaction costs .	competition in social institutions	competition	CommonN	Y	the existence	existence	inanimate	inanimate	Inanim	Inanim	g	N	N	-1.920818754	4	2	69
id=FROWNJ32 <s c="0010205 002" n=04550>	Frown	J32	Learned		of	OTH	acquisition of a language	A recent question has been whether word frequency is related to the age of acquisition of a language by children .	a language	language	CommonN	N	acquisition	acquisition	inanimate	inanimate	Inanim	Inanim	n	N	N	-1.903089987	2	1	65
id=FROWNJ38 <s c="0011514 103" n=05093>	Frown	J38	Learned		of	OTH	the determinants of city growth	In addition , counterfactual simulation with BMW has offered detailed insight into the determinants of city growth .	city growth	growth	CommonN	N	the determinants	determinants	inanimate	inanimate	Inanim	Inanim	g	N	Y	-1.903089987	2	2	78
id=FROWNJ22 <s c="0007982 032" n=03637>	Frown	J22	Learned		of	OTH	the agenda of the EC	Equality , worker 's rights , and social justice were values which found their way onto the political agendas of the countries of Western Europe and onto the agenda of the EC .	the EC	EC	ProperN	N	the agenda	agenda	collective	collective	Inanim	Inanim	g	N	N	-1.853871964	2	2	69
id=FROWNJ59 <s c="0016025 002" n=06885>	Frown	J59	Learned		s	OTH	Piper's desire	Piper 's desire to speak over the oppressive master texts of modernism results in the blasting of another aspect of the artist 's mythology - the specter of anonymity .	Piper	Piper	CommonN	N	desire	desire	animate	animate	Anim	Inanim	n	N	Y	-1.853871964	1	1	75
id=FROWNJ59 <s c="0015966 023" n=06869>	Frown	J59	Learned		s	OTH	Piper's male alter ego	Masquerading in dark glasses , Afro , and pencil mustache , the /<hi Mythic Being /< was Piper 's male alter ego .	Piper	Piper	ProperN	N	male alter ego	ego	animate	animate	Anim	Inanim	g	N	N	-1.853871964	1	3	75
id=FROWNJ59 <s c="0016086 002" n=06907>	Frown	J59	Learned		s	OTH	Piper's project	Although Piper 's project is directed at a cultural community that is mostly privileged , she reconstructs the ideological role of the artist in a way that directs her audience to join her in the struggle against racism and sexism .	Piper	Piper	ProperN	N	project	project	animate	animate	Anim	Inanim	n	N	N	-1.853871964	1	1	80
id=FROWNJ22 <s c="0007974 002" n=03632>	Frown	J22	Learned		of	OTH	the right of the EC	The right of the EC to formulate a policy for working women derives from the Treaty of Rome .	the EC	EC	ProperN	N	the right	right	collective	collective	Inanim	Inanim	g	N	N	-1.853871964	2	2	64
id=FROWNJ22 <s c="0008060 022" n=03677>	Frown	J22	Learned		of	OTH	the role of the EC	Frequently , the role of the EC is only to study the situation and then consider action ; however , six of the proposals fit into the activist mold of the 1970s .	the EC	EC	ProperN	N	the role	role	collective	collective	Inanim	Inanim	n	N	N	-1.853871964	2	2	68
id=FROWNJ59 <s c="0015981 002" n=06873>	Frown	J59	Learned		s	OTH	Piper's whiteness	If Piper 's whiteness allowed her to escape from the cruelest side of racism , the racial and class specificity of her male alter ego left her particularly vulnerable .	Piper	Piper	ProperN	N	whiteness	whiteness	animate	animate	Anim	Inanim	g	N	Y	-1.853871964	1	1	66
id=FROWNJ62 <s c="0016751 062" n=07172>	Frown	J62	Learned		s	OTH	the younger Nevinson's depression	The younger Nevinson 's depression during these dark days was exacerbated by his desire to succeed in the war-artists ' program , which he viewed as his only means of avoiding conscription .	the younger Nevinson	Nevinson	CommonN	N	depression	depression	animate	animate	Anim	Inanim	n	N	Y	-1.823908741	3	1	78
id=FROWNJ62 <s c="0016622 013" n=07126>	Frown	J62	Learned		s	OTH	H. W. Nevinson's journal entry	H. W. Nevinson 's journal entry of October 25 , 1914 , however , indicates that his son was interested , even prior to visiting the front , in distancing himself from the Futurist movement .	H. W. Nevinson	Nevinson	ProperN	N	journal entry	entry	animate	animate	Anim	Inanim	g	N	N	-1.823908741	3	2	80
id=FROWNJ62 <s c="0016773 002" n=07179>	Frown	J62	Learned		s	OTH	Nevinson's exhibition	A crowd of dignitaries and luminaries from the military and art worlds , as well as invited members of society , gathered at the Leicester Galleries on March 1 to see Nevinson 's exhibition and to hear an opening speech by the newly appointed minister of information , Lord Beaverbrook .	Nevinson	Nevinson	ProperN	N	exhibition	exhibition	animate	animate	Anim	Inanim	n	N	N	-1.823908741	1	1	74
id=FROWNJ62 <s c="0016659 012" n=07139>	Frown	J62	Learned		s	OTH	Nevinson's war images	Not only was its exhibition permitted twice in 1916 -LBR- in June and September-October -RBR- , it was praised by critics , reproduced in newspapers , and included in a 1917 volume of Nevinson 's war images .	Nevinson	Nevinson	ProperN	N	war images	images	animate	animate	Anim	Inanim	g	N	N	-1.823908741	1	2	70
id=FROWNJ62 <s c="0016589 082" n=07116>	Frown	J62	Learned		s	OTH	Nevinson's further investigation	Since other contemporaneous paintings and photographs of Allied and enemy war dead were shown in London galleries and reproduced in the British press , the reason for the censorship of Nevinson 's further investigation .	Nevinson	Nevinson	ProperN	N	further investigation	investigation	animate	animate	Anim	Inanim	g	N	Y	-1.823908741	1	2	77
id=FROWNJ62 <s c="0016748 042" n=07171>	Frown	J62	Learned		s	OTH	H. W. Nevinson's journals of the winter of 1917-18	Entries in H. W. Nevinson 's journals of the winter of 1917-18 provide proof that his son was depressed , extremely fearful of returning to the front , and a patient of the eminent British neurologist Sir Henry Head .	H. W. Nevinson	Nevinson	ProperN	N	journals of the winter of 1917-18	journals	animate	animate	Anim	Inanim	n	N	N	-1.823908741	3	6	82
id=FROWNJ62 <s c="0016732 002" n=07165>	Frown	J62	Learned		s	OTH	Nevinson's painting	Scenes of inglorious death in the trenches resembling that in Nevinson 's painting were commonplace along the front line that stretched from the North Sea coast of Belgium to Switzerland .	Nevinson	Nevinson	ProperN	N	painting	painting	animate	animate	Anim	Inanim	n	N	N	-1.823908741	1	1	82
id=FROWNJ62 <s c="0016682 002" n=07146>	Frown	J62	Learned		s	OTH	Nevinson's paintings	The controversy surrounding /<hi Paths of Glory /< began on November 24 , 1917 , when Masterman asked Alfred Yockney , the former editor of the London /<hi Art Journal /< , who served as an advisor within the Department of Information , to show him two of Nevinson 's paintings .	Nevinson	Nevinson	ProperN	N	paintings	paintings	animate	animate	Anim	Inanim	n	N	N	-1.823908741	1	1	79
id=FROWNJ62 <s c="0016706 022" n=07156>	Frown	J62	Learned		s	OTH	Nevinson's one-person show	approved for exhibition and reproduction on December 13 , 1917 , and for inclusion in Nevinson 's one-person show the following March , but /<hi Paths of Glory /< was not .	Nevinson	Nevinson	ProperN	N	one-person show	show	animate	animate	Anim	Inanim	g	N	Y	-1.823908741	1	2	79
id=FROWNJ62 <s c="0016743 002" n=07169>	Frown	J62	Learned		s	OTH	Nevinson's war years	painted in November and December 1917 , during the blackest period of Nevinson 's war years , when the government was calling up discharged soldiers and previously reflected men to replenish the drastically depleted ranks at the front .	Nevinson	Nevinson	ProperN	N	war years	years	animate	animate	Anim	Inanim	n	N	Y	-1.823908741	1	2	80
id=FROWNJ32 <s c="0010137 062" n=04519>	Frown	J32	Learned		of	OTH	the relative frequencies of dirty words	This chapter is about determining the relative frequencies of dirty words in American English using standard empirical techniques .	dirty words	words	CommonN	Y	the relative frequencies	frequencies	inanimate	inanimate	Inanim	Inanim	n	N	N	-1.809668302	2	3	75
id=FROWNJ32 <s c="0010246 073" n=04571>	Frown	J32	Learned		of	OTH	the frequency of many colloquially used words	Eriksen -LBR- 1963 -RBR- has demonstrated quite clearly that the Thorndike-Lorge count is inadequate to estimate fact underestimates the frequency of many colloquially used words .	many colloquially used words	words	CommonN	Y	the frequency	frequency	inanimate	inanimate	Inanim	Inanim	n	N	N	-1.809668302	4	2	70
id=FROWNJ38 <s c="0011591 042" n=05134>	Frown	J38	Learned		s	OTH	India's semiclosed economy	In India 's semiclosed economy , a sectoral demand boom can fizzle if the costs of traded goods or nontraded inputs are bid up rapidly .	India	India	ProperN	N	semiclosed economy	economy	place	inanimate	Inanim	Inanim	n	N	N	-1.782516056	1	2	70
id=FROWNJ38 <s c="XXX" n=XXX>	Frown	J38	Learned		s	OTH	India's slow city growth experience	Indeed , while poor productivity growth can account for only a portion of India 's slow city growth experience after 1964 -LBR- chap. 6 -RBR- , it can account for a great deal of the poor economic performance overall .	India	India	ProperN	N	slow city growth experience	experience	place	inanimate	Inanim	Inanim	g	N	N	-1.782516056	1	4	73
id=FROWNJ38 <s c="0011494 082" n=05085>	Frown	J38	Learned		s	OTH	India's poor export performance	India 's poor export performance also implies that the major outlet for increased output must be the domestic market .	India	India	ProperN	N	poor export performance	performance	place	inanimate	Inanim	Inanim	n	N	N	-1.782516056	1	3	76
